chr1	37006342	37006742	Merged-chr1-37006561-5	22.19	14.84	7.2	6.8	27.31	45.27	37.43	41.44
chr1	37272943	37273343	Merged-chr1-37273143-2	1.58	0	15.12	15.65	1.52	2.12	1.63	0
chr1	37928991	37929391	Merged-chr1-37929191-2	6.34	3.12	5.76	4.76	12.9	23.34	12.21	8.82
chr1	38053864	38054264	Merged-chr1-38054051-6	8.72	10.94	12.96	8.85	13.66	31.12	22.78	16.75
chr1	38181121	38181521	Merged-chr1-38181330-3	6.34	4.69	3.6	5.44	16.69	27.58	7.32	18.52
chr1	38676474	38676874	Merged-chr1-38676669-3	7.13	1.56	8.64	5.44	19.73	25.46	13.83	28.22
chr1	39248053	39248453	Merged-chr1-39248253-2	0.79	3.12	0.72	0.68	5.31	7.07	21.97	22.04
chr1	39304479	39304879	Merged-chr1-39304668-3	0.79	2.34	5.04	1.36	12.9	7.07	12.21	7.94
chr1	39359104	39359504	Merged-chr1-39359300-4	2.38	3.12	4.32	0.68	52.35	54.46	130.19	123.44
chr1	39374767	39375167	Merged-chr1-39374974-5	22.98	11.72	18	16.33	45.52	51.63	59.4	66.13
chr1	39450843	39451243	Merged-chr1-39451043-1	1.58	0.78	2.88	1.36	1.52	0	13.83	8.82
chr1	39770966	39771366	Merged-chr1-39771131-4	22.98	22.65	48.24	46.27	7.59	14.85	12.21	6.17
chr1	39816656	39817056	Merged-chr1-39816858-5	23.77	23.43	95.05	83.01	18.97	21.22	2.44	4.41
chr1	39841395	39841795	Merged-chr1-39841577-4	1.58	3.12	4.32	7.48	28.83	31.12	11.39	14.11
chr1	39882685	39883085	Merged-chr1-39882892-4	1.58	0.78	3.6	2.72	34.14	60.83	83	63.49
chr1	39924784	39925184	Merged-chr1-39924994-5	11.09	6.25	18.72	6.8	64.49	76.39	36.62	37.91
chr1	39959169	39959569	Merged-chr1-39959369-1	9.51	5.47	12.96	10.89	22.76	25.46	12.21	22.93
chr1	39998667	39999067	Merged-chr1-39998865-4	5.55	4.69	10.08	4.76	15.93	29	13.02	22.93
chr1	40145645	40146045	Merged-chr1-40145838-3	7.13	3.91	156.25	163.31	3.79	14.85	3.25	7.94
chr1	40236379	40236779	Merged-chr1-40236571-8	53.09	32.03	184.33	132.01	94.08	124.48	41.5	59.08
chr1	40237624	40238024	Merged-chr1-40237826-7	25.35	21.87	61.2	42.19	26.55	38.9	22.78	29.1
chr1	40259272	40259672	Merged-chr1-40259472-1	5.55	2.34	5.04	10.21	0.76	6.37	4.07	2.65
chr1	40310685	40311085	Merged-chr1-40310885-1	8.72	3.91	18	39.47	8.35	6.37	1.63	0.88
chr1	40368562	40368962	Merged-chr1-40368762-1	0.79	0	10.8	12.25	7.59	13.44	7.32	7.05
chr1	40375615	40376015	Merged-chr1-40375803-3	4.75	2.34	19.44	13.61	3.03	11.32	4.88	6.17
chr1	40412368	40412768	Merged-chr1-40412568-2	3.96	4.69	192.97	162.62	18.97	28.29	3.25	5.29
chr1	40484763	40485163	Merged-chr1-40484963-2	6.34	7.03	32.4	45.59	6.07	4.24	2.44	5.29
chr1	40496256	40496656	Merged-chr1-40496456-1	7.92	15.62	56.16	83.69	0.76	4.95	3.25	2.65
chr1	40535033	40535433	Merged-chr1-40535233-2	3.17	3.12	68.4	49.67	1.52	3.54	1.63	1.76
chr1	40657767	40658167	Merged-chr1-40657967-2	7.92	9.37	9.36	7.48	4.55	11.32	4.07	5.29
chr1	40689404	40689804	Merged-chr1-40689604-1	2.38	3.12	1.44	0.68	12.14	9.19	0	4.41
chr1	40862199	40862599	Merged-chr1-40862399-2	2.38	0	1.44	0.68	0	2.83	35.8	36.15
chr1	43149572	43149972	Merged-chr1-43149772-1	3.96	5.47	4.32	7.48	5.31	12.73	9.76	10.58
chr1	43178885	43179285	Merged-chr1-43179085-2	1.58	0.78	1.44	1.36	9.1	14.85	2.44	1.76
chr1	43274917	43275317	Merged-chr1-43275117-2	30.9	27.34	3.6	2.72	0.76	1.41	2.44	2.65
chr1	43294205	43294605	Merged-chr1-43294405-2	64.97	57.8	3.6	4.08	3.03	3.54	4.07	4.41
chr1	43417574	43417974	Merged-chr1-43417778-3	19.02	14.06	5.04	7.48	6.83	13.44	1.63	0
chr1	43503652	43504052	Merged-chr1-43503852-1	3.96	7.03	10.8	9.53	18.21	15.56	4.88	9.7
chr1	43528321	43528721	Merged-chr1-43528507-4	8.72	3.12	30.96	18.37	12.14	19.1	15.46	24.69
chr1	43563792	43564192	Merged-chr1-43563992-1	3.17	0	5.76	2.72	7.59	16.27	4.07	2.65
chr1	43934277	43934677	Merged-chr1-43934488-3	5.55	8.59	41.76	36.06	3.79	8.49	1.63	1.76
chr1	43990473	43990873	Merged-chr1-43990673-2	11.09	8.59	25.2	27.9	12.9	33.24	21.97	16.75
chr1	44204495	44204895	Merged-chr1-44204699-4	9.51	4.69	18.72	10.89	12.14	16.97	10.58	14.11
chr1	44642262	44642662	Merged-chr1-44642462-1	19.02	23.43	28.08	23.82	3.79	4.95	1.63	3.53
chr1	44689210	44689610	Merged-chr1-44689410-1	6.34	5.47	3.6	0	6.83	12.02	0	0.88
chr1	44735772	44736172	Merged-chr1-44736010-5	26.94	11.72	20.88	13.61	8.35	15.56	13.02	3.53
chr1	44764945	44765345	Merged-chr1-44765124-3	1.58	3.12	12.24	6.12	9.86	11.32	4.88	3.53
chr1	44830220	44830620	Merged-chr1-44830420-1	5.55	4.69	3.6	2.72	9.1	18.39	4.07	7.05
chr1	45352982	45353382	Merged-chr1-45353182-1	11.09	14.06	28.8	12.25	6.83	10.61	8.14	10.58
chr1	45375088	45375488	Merged-chr1-45375288-2	8.72	7.81	35.28	36.74	12.9	21.22	8.14	6.17
chr1	45467032	45467432	Merged-chr1-45467239-4	4.75	3.12	5.04	4.76	26.55	34.66	34.18	26.45
chr1	45499519	45499919	Merged-chr1-45499719-1	1.58	2.34	2.88	4.08	5.31	12.73	1.63	0
chr1	45512752	45513152	Merged-chr1-45512958-3	6.34	2.34	4.32	1.36	31.11	60.12	17.09	10.58
chr1	45521535	45521935	Merged-chr1-45521735-2	18.22	15.62	5.04	1.36	5.31	7.07	5.7	4.41
chr1	45546841	45547241	Merged-chr1-45547041-2	6.34	3.91	16.56	24.5	16.69	9.9	4.88	3.53
chr1	45642704	45643104	Merged-chr1-45642904-2	6.34	6.25	25.2	26.54	6.07	4.24	3.25	8.82
chr1	45644431	45644831	Merged-chr1-45644641-6	8.72	6.25	43.92	40.15	49.32	58.7	26.85	33.51
chr1	45780175	45780575	Merged-chr1-45780393-4	12.68	10.94	10.08	2.04	7.59	9.19	58.59	44.09
chr1	45813617	45814017	Merged-chr1-45813825-3	13.47	34.37	23.76	27.22	11.38	7.78	6.51	8.82
chr1	45814863	45815263	Merged-chr1-45815073-4	7.13	19.53	22.32	16.33	14.42	26.88	4.88	6.17
chr1	45823883	45824283	Merged-chr1-45824083-1	13.47	16.4	9.36	13.61	31.11	34.66	33.36	34.39
chr1	45896771	45897171	Merged-chr1-45896971-1	8.72	0.78	10.8	5.44	4.55	6.37	4.88	2.65
chr1	45903259	45903659	Merged-chr1-45903459-1	4.75	2.34	4.32	4.08	5.31	12.02	1.63	6.17
chr1	46910494	46910894	Merged-chr1-46910694-2	62.59	108.58	131.77	121.8	100.91	102.56	111.48	126.97
chr1	46926552	46926952	Merged-chr1-46926747-4	32.49	20.31	48.96	43.55	31.11	35.36	20.34	20.28
chr1	51051356	51051756	Merged-chr1-51051559-4	3.17	3.91	3.6	5.44	59.18	76.39	23.6	17.63
chr1	51286211	51286611	Merged-chr1-51286411-1	3.17	2.34	5.76	4.76	13.66	18.39	5.7	6.17
chr1	51300751	51301151	Merged-chr1-51300948-5	11.88	7.03	12.96	12.93	78.15	84.17	28.48	29.1
chr1	51302214	51302614	Merged-chr1-51302414-1	0.79	2.34	3.6	3.4	6.83	13.44	14.65	10.58
chr1	51307085	51307485	Merged-chr1-51307285-1	2.38	3.91	6.48	19.73	1.52	2.83	3.25	3.53
chr1	51461745	51462145	Merged-chr1-51461945-2	3.96	1.56	19.44	21.77	0.76	2.83	2.44	0.88
chr1	51524024	51524424	Merged-chr1-51524224-1	8.72	7.03	26.64	23.13	12.14	27.58	23.6	19.4
chr1	51535351	51535751	Merged-chr1-51535549-3	16.64	12.5	15.84	16.33	42.49	78.51	75.68	70.54
chr1	52053449	52053849	Merged-chr1-52053649-1	3.17	3.12	4.32	2.04	5.31	13.44	2.44	5.29
chr1	52161406	52161806	Merged-chr1-52161606-2	1.58	3.91	10.8	9.53	5.31	1.41	3.25	0.88
chr1	52211759	52212159	Merged-chr1-52211963-3	0.79	3.12	5.04	9.53	10.62	21.93	15.46	25.57
chr1	52290025	52290425	Merged-chr1-52290228-3	5.55	4.69	14.4	9.53	14.42	11.32	10.58	8.82
chr1	52480574	52480974	Merged-chr1-52480782-5	4.75	8.59	43.92	38.1	29.59	31.12	14.65	24.69
chr1	52484793	52485193	Merged-chr1-52484984-4	7.92	6.25	15.12	27.22	18.97	26.88	5.7	3.53
chr1	52522607	52523007	Merged-chr1-52522789-5	1.58	0.78	13.68	8.85	14.42	19.1	17.09	16.75
chr1	52811256	52811656	Merged-chr1-52811456-1	0.79	1.56	10.08	16.33	0.76	0.71	1.63	5.29
chr1	52822014	52822414	Merged-chr1-52822222-5	38.03	24.22	100.09	83.69	18.97	49.51	4.07	4.41
chr1	52912444	52912844	Merged-chr1-52912644-1	0.79	1.56	4.32	10.21	1.52	2.12	3.25	2.65
chr1	53760538	53760938	Merged-chr1-53760738-1	1.58	2.34	0.72	2.04	6.07	2.83	12.21	5.29
chr1	53830853	53831253	Merged-chr1-53831041-3	5.55	3.91	24.48	21.77	9.1	12.73	7.32	7.05
chr1	53880631	53881031	Merged-chr1-53880831-1	7.13	10.15	7.92	9.53	6.83	9.19	6.51	3.53
chr1	53957397	53957797	Merged-chr1-53957573-3	3.17	1.56	32.4	38.79	6.83	14.15	0	4.41
chr1	54174775	54175175	Merged-chr1-54174975-1	5.55	4.69	2.88	6.8	7.59	19.1	8.14	7.94
chr1	54671786	54672186	Merged-chr1-54671987-5	7.13	3.12	6.48	7.48	18.21	26.17	20.34	18.52
chr1	54969104	54969504	Merged-chr1-54969286-6	7.13	8.59	18.72	14.97	37.18	56.58	24.41	34.39
chr1	54979438	54979838	Merged-chr1-54979638-2	17.43	12.5	6.48	7.48	5.31	10.61	8.95	14.11
chr1	55110033	55110433	Merged-chr1-55110233-1	6.34	3.91	14.4	9.53	6.07	7.78	12.21	13.23
chr1	55144710	55145110	Merged-chr1-55144911-3	0.79	7.03	10.08	6.8	27.31	33.95	11.39	22.04
chr1	55175268	55175668	Merged-chr1-55175468-2	3.17	3.91	3.6	2.04	23.52	26.88	7.32	7.05
chr1	55218150	55218550	Merged-chr1-55218341-3	14.26	14.84	22.32	27.9	18.97	50.92	8.14	11.46
chr1	55230392	55230792	Merged-chr1-55230605-4	3.17	1.56	5.04	4.76	111.53	137.92	114.73	114.63
chr1	57463311	57463711	Merged-chr1-57463511-4	8.72	9.37	9.36	11.57	16.69	17.68	21.97	14.11
chr1	57821779	57822179	Merged-chr1-57821979-2	3.96	0.78	12.96	10.89	3.79	2.12	0	0
chr1	58018676	58019076	Merged-chr1-58018876-1	4.75	1.56	10.08	6.12	1.52	2.12	0	0
chr1	58334092	58334492	Merged-chr1-58334292-1	2.38	2.34	11.52	7.48	3.79	2.83	2.44	0
chr1	58482635	58483035	Merged-chr1-58482835-2	2.38	3.91	38.16	44.23	3.79	4.24	5.7	4.41
chr1	58659878	58660278	Merged-chr1-58660079-4	4.75	1.56	18	19.73	25.04	19.8	6.51	7.05
chr1	58731802	58732202	Merged-chr1-58732014-5	21.39	15.62	54.72	57.84	11.38	11.32	7.32	5.29
chr1	58768027	58768427	Merged-chr1-58768228-3	19.02	8.59	15.12	9.53	10.62	24.05	36.62	35.27
chr1	58773379	58773779	Merged-chr1-58773579-1	4.75	4.69	27.36	25.18	5.31	4.95	11.39	9.7
chr1	58799287	58799687	Merged-chr1-58799487-2	5.55	4.69	70.56	93.22	4.55	13.44	3.25	9.7
chr1	58818039	58818439	Merged-chr1-58818239-1	7.13	6.25	30.24	41.51	8.35	7.78	8.95	7.94
chr1	58830761	58831161	Merged-chr1-58830961-1	3.96	1.56	2.16	1.36	1.52	5.66	17.9	26.45
chr1	58913655	58914055	Merged-chr1-58913855-2	6.34	5.47	28.8	39.47	2.28	6.37	1.63	0.88
chr1	59039743	59040143	Merged-chr1-59039943-1	2.38	0	0	0.68	7.59	7.07	11.39	10.58
chr1	59538566	59538966	Merged-chr1-59538766-2	8.72	11.72	14.4	8.17	16.69	31.83	9.76	21.16
chr1	59790985	59791385	Merged-chr1-59791185-1	5.55	5.47	2.16	0.68	6.07	9.19	8.95	12.34
chr1	59821396	59821796	Merged-chr1-59821596-1	6.34	6.25	7.2	5.44	3.03	14.15	5.7	4.41
chr1	59972602	59973002	Merged-chr1-59972802-2	7.13	7.03	20.88	12.93	11.38	13.44	9.76	12.34
chr1	60180429	60180829	Merged-chr1-60180638-3	3.17	2.34	2.16	2.72	16.69	31.12	34.99	30.86
chr1	60666975	60667375	Merged-chr1-60667175-1	3.17	3.12	11.52	18.37	1.52	2.12	1.63	5.29
chr1	60706252	60706652	Merged-chr1-60706447-6	11.88	11.72	40.32	40.83	34.9	41.73	39.06	37.03
chr1	60708679	60709079	Merged-chr1-60708879-1	2.38	3.12	6.48	8.17	33.38	26.17	25.23	24.69
chr1	60716742	60717142	Merged-chr1-60716938-3	8.72	5.47	13.68	8.85	19.73	28.29	6.51	7.05
chr1	62711749	62712149	Merged-chr1-62711942-3	5.55	4.69	38.88	27.9	6.07	14.85	1.63	0
chr1	62724798	62725198	Merged-chr1-62724998-1	3.17	1.56	15.12	9.53	3.79	2.12	4.07	0
chr1	62754699	62755099	Merged-chr1-62754907-4	7.13	2.34	2.88	2.04	50.83	59.41	17.9	27.33
chr1	62759579	62759979	Merged-chr1-62759779-2	14.26	17.19	7.2	8.85	2.28	3.54	2.44	0
chr1	62770465	62770865	Merged-chr1-62770651-4	2.38	2.34	7.92	4.08	67.52	84.87	30.11	37.91
chr1	62794344	62794744	Merged-chr1-62794540-3	14.26	11.72	14.4	9.53	17.45	28.29	26.85	29.98
chr1	62798230	62798630	Merged-chr1-62798429-7	45.96	38.28	44.64	44.91	40.21	52.34	24.41	34.39
chr1	62799280	62799680	Merged-chr1-62799480-1	8.72	7.03	18.72	16.33	10.62	13.44	3.25	1.76
chr1	62810368	62810768	Merged-chr1-62810571-3	12.68	0.78	17.28	21.09	1.52	2.83	3.25	2.65
chr1	62851583	62851983	Merged-chr1-62851783-1	3.96	6.25	9.36	10.21	8.35	5.66	2.44	5.29
chr1	63096599	63096999	Merged-chr1-63096799-2	2.38	5.47	2.16	3.4	15.93	20.51	10.58	11.46
chr1	63136503	63136903	Merged-chr1-63136709-3	1.58	3.91	11.52	2.72	16.69	29.71	7.32	0
chr1	63161197	63161597	Merged-chr1-63161397-1	10.3	7.03	12.24	10.21	7.59	14.15	11.39	23.81
chr1	63209607	63210007	Merged-chr1-63209795-3	2.38	1.56	2.16	1.36	14.42	21.93	10.58	10.58
chr1	63235087	63235487	Merged-chr1-63235287-2	3.17	0.78	2.88	2.72	5.31	10.61	4.88	14.11
chr1	63457189	63457589	Merged-chr1-63457410-5	7.92	4.69	10.8	6.8	59.94	68.61	26.85	27.33
chr1	63460804	63461204	Merged-chr1-63461004-1	11.09	5.47	1.44	0	3.03	7.07	6.51	9.7
chr1	63507409	63507809	Merged-chr1-63507609-2	7.13	3.12	29.52	10.21	16.69	20.51	8.14	7.05
chr1	63515959	63516359	Merged-chr1-63516146-3	2.38	1.56	8.64	7.48	22	36.78	13.83	19.4
chr1	63522122	63522522	Merged-chr1-63522322-5	5.55	5.47	12.96	5.44	42.49	47.39	65.91	67.01
chr1	63575823	63576223	Merged-chr1-63576026-3	3.17	5.47	3.6	3.4	10.62	12.73	31.73	17.63
chr1	63576475	63576875	Merged-chr1-63576673-4	2.38	2.34	3.6	2.04	26.55	34.66	82.19	60.84
chr1	63777034	63777434	Merged-chr1-63777208-8	9.51	14.06	11.52	12.93	18.21	14.85	19.53	14.99
chr1	63975915	63976315	Merged-chr1-63976101-3	6.34	0	11.52	8.17	18.21	46.68	3.25	2.65
chr1	64146001	64146401	Merged-chr1-64146201-1	12.68	9.37	19.44	3.4	8.35	7.07	6.51	4.41
chr1	64234631	64235031	Merged-chr1-64234831-2	3.17	5.47	24.48	36.06	1.52	7.07	2.44	2.65
chr1	64579343	64579743	Merged-chr1-64579543-1	3.96	0.78	4.32	6.12	6.07	7.78	13.02	3.53
chr1	64736988	64737388	Merged-chr1-64737188-1	1.58	4.69	7.92	6.12	5.31	12.02	5.7	12.34
chr1	64802559	64802959	Merged-chr1-64802759-1	6.34	9.37	4.32	4.76	13.66	13.44	8.95	8.82
chr1	64837621	64838021	Merged-chr1-64837821-2	3.96	3.91	1.44	2.72	17.45	19.8	15.46	12.34
chr1	64903851	64904251	Merged-chr1-64904061-4	3.17	3.91	2.16	3.4	31.87	41.73	12.21	15.87
chr1	64991679	64992079	Merged-chr1-64991879-1	9.51	3.91	9.36	4.76	5.31	12.02	4.07	6.17
chr1	64996953	64997353	Merged-chr1-64997153-1	3.96	1.56	8.64	10.21	3.79	4.24	1.63	3.53
chr1	65003201	65003601	Merged-chr1-65003401-2	2.38	6.25	6.48	6.8	8.35	13.44	13.83	7.05
chr1	65087359	65087759	Merged-chr1-65087555-4	1.58	3.91	5.04	2.72	18.97	43.85	26.85	21.16
chr1	65158970	65159370	Merged-chr1-65159170-1	6.34	8.59	8.64	7.48	8.35	21.22	13.83	32.62
chr1	65194570	65194970	Merged-chr1-65194764-3	0.79	6.25	17.28	12.93	29.59	48.1	4.88	7.05
chr1	65280640	65281040	Merged-chr1-65280840-1	1.58	6.25	14.4	10.21	6.07	1.41	1.63	3.53
chr1	67159901	67160301	Merged-chr1-67160101-1	3.17	0	14.4	6.8	6.07	4.95	3.25	1.76
chr1	69734669	69735069	Merged-chr1-69734869-1	0	3.12	2.88	1.36	3.03	10.61	7.32	6.17
chr1	71109144	71109544	Merged-chr1-71109344-2	4.75	0	8.64	5.44	16.69	20.51	4.88	7.05
chr1	71726898	71727298	Merged-chr1-71727083-3	5.55	14.06	52.56	42.87	6.07	16.97	4.88	7.05
chr1	71854092	71854492	Merged-chr1-71854281-8	38.03	25	90.01	104.79	57.66	69.31	26.04	29.98
chr1	71959019	71959419	Merged-chr1-71959219-7	22.98	39.06	72	79.61	37.18	53.05	48.82	73.18
chr1	71966444	71966844	Merged-chr1-71966644-2	8.72	7.81	54	59.88	2.28	4.24	5.7	3.53
chr1	72017291	72017691	Merged-chr1-72017491-1	39.62	23.43	30.96	30.62	8.35	11.32	5.7	7.05
chr1	72027357	72027757	Merged-chr1-72027557-2	30.11	25.78	3.6	0	5.31	3.54	4.07	5.29
chr1	72106977	72107377	Merged-chr1-72107177-2	19.81	11.72	5.76	2.04	0.76	4.24	1.63	1.76
chr1	72126393	72126793	Merged-chr1-72126593-1	3.17	1.56	15.12	11.57	0.76	1.41	2.44	2.65
chr1	72160903	72161303	Merged-chr1-72161083-3	9.51	4.69	47.52	41.51	6.83	24.05	2.44	5.29
chr1	72301265	72301665	Merged-chr1-72301465-1	11.09	14.84	21.6	15.65	37.94	56.58	13.02	8.82
chr1	72330522	72330922	Merged-chr1-72330739-5	5.55	3.12	15.12	6.12	11.38	11.32	12.21	11.46
chr1	72426171	72426571	Merged-chr1-72426371-2	1.58	2.34	10.8	14.29	7.59	11.32	2.44	3.53
chr1	72534199	72534599	Merged-chr1-72534399-2	4.75	3.12	15.84	16.33	0.76	7.78	1.63	1.76
chr1	72584926	72585326	Merged-chr1-72585126-2	3.96	1.56	8.64	14.97	2.28	2.12	0	0
chr1	72611076	72611476	Merged-chr1-72611276-2	7.13	7.81	20.88	32.66	2.28	5.66	2.44	4.41
chr1	72629597	72629997	Merged-chr1-72629793-7	21.39	19.53	21.6	19.73	15.17	46.68	30.92	31.74
chr1	72759445	72759845	Merged-chr1-72759645-1	1.58	0.78	10.08	13.61	6.83	4.24	0.81	5.29
chr1	74087645	74088045	Merged-chr1-74087845-1	3.17	5.47	6.48	5.44	32.62	34.66	10.58	23.81
chr1	74093848	74094248	Merged-chr1-74094061-4	6.34	2.34	23.04	20.41	31.11	63.66	9.76	18.52
chr1	74104859	74105259	Merged-chr1-74105059-1	4.75	1.56	7.92	9.53	7.59	10.61	1.63	4.41
chr1	74128233	74128633	Merged-chr1-74128433-2	5.55	5.47	3.6	2.04	48.56	70.73	45.57	41.44
chr1	74284170	74284570	Merged-chr1-74284370-1	4.75	3.12	7.2	5.44	8.35	13.44	4.07	4.41
chr1	74433356	74433756	Merged-chr1-74433574-8	11.88	20.31	16.56	12.25	65.25	103.26	61.84	82
chr1	74443538	74443938	Merged-chr1-74443740-3	16.64	26.56	12.96	10.89	16.69	37.49	56.96	37.91
chr1	74546729	74547129	Merged-chr1-74546929-1	3.17	4.69	2.16	3.4	12.14	26.17	4.88	7.94
chr1	74552537	74552937	Merged-chr1-74552737-2	6.34	7.03	10.8	10.89	24.28	31.12	16.27	17.63
chr1	75062079	75062479	Merged-chr1-75062279-2	0.79	3.12	2.88	4.08	11.38	17.68	97.65	63.49
chr1	77468200	77468600	Merged-chr1-77468400-1	10.3	14.06	9.36	5.44	1.52	4.95	0.81	0
chr1	78269520	78269920	Merged-chr1-78269720-1	3.17	0	20.16	32.66	2.28	0	0.81	2.65
chr1	78344051	78344451	Merged-chr1-78344214-4	16.64	13.28	48.96	61.24	3.03	5.66	2.44	4.41
chr1	78515414	78515814	Merged-chr1-78515618-4	0.79	0.78	15.12	20.41	9.1	10.61	4.07	4.41
chr1	78534036	78534436	Merged-chr1-78534229-3	10.3	9.37	23.04	33.34	1.52	9.19	10.58	23.81
chr1	78535009	78535409	Merged-chr1-78535205-3	4.75	5.47	15.84	11.57	9.1	7.07	9.76	9.7
chr1	78581657	78582057	Merged-chr1-78581857-2	4.75	7.03	23.76	19.05	4.55	3.54	5.7	1.76
chr1	79903351	79903751	Merged-chr1-79903552-3	3.17	2.34	11.52	6.8	28.07	34.66	4.07	4.41
chr1	79925208	79925608	Merged-chr1-79925408-2	0.79	0.78	23.76	19.73	2.28	0.71	2.44	0.88
chr1	79930370	79930770	Merged-chr1-79930570-2	3.96	2.34	38.16	32.66	3.79	7.78	0.81	0
